id_annonce,price
35160615,154701.83
35830639,702351.2
36016657,287169.66
35759225,328833.88
35252229,783141.3
35784463,183582.17
35888589,283347.5
35839901,195753.56
35832257,433275.4
36048903,137881.3
36011167,68817.84
35775835,362931.03
35876281,294662.94
36017443,377747.97
35889895,312621.62
35856951,159294.66
35784241,219450.9
35903495,162651.17
35840075,789094.1
35747951,480951.53
35858979,69491.78
35738909,308826.84
35845325,316269.47
35772251,243353.58
36026445,237730.23
35874507,126928.73
36038985,323970.06
35903657,113316.19
35759525,1025119.0
35778763,147296.62
35795649,287117.6
35901957,122020.46
35875533,187053.05
35858841,433107.38
35870739,1373679.1
35825711,695774.5
36037445,297990.5
35835639,282970.97
35902247,69316.43
35791157,526413.1
35889457,564532.9
35999493,192579.86
35808205,279279.1
35971153,708139.94
35852789,182595.27
35875167,158493.7
36041397,199701.08
36035395,778987.06
35863631,484786.2
35852607,119555.836
35760605,496538.94
35812215,132768.67
35964293,629898.3
35787115,185865.45
35881399,656081.8
36027199,153633.31
36049949,529203.6
35814877,191581.4
35809961,382804.97
35964099,191840.75
34849441,375901.03
35821943,578324.1
36079937,313182.7
35867865,144473.86
36051475,333087.56
36048103,183049.64
36034103,332099.44
35812747,677016.5
35886241,64760.3
36040987,382523.62
35765365,100023.11
35831875,347978.06
35929777,196328.73
35761189,2016728.2
36040913,466643.34
35965123,656892.4
35862247,29311.6
35851681,66279.586
35827523,618308.0
35891391,769939.7
36063431,37215.402
35656587,645001.06
35797575,223153.98
35800105,314852.25
35896991,254147.67
35962101,66169.62
30821887,352102.47
35745687,327949.97
36058613,165219.84
35775935,875339.56
36035667,593416.3
35772735,122027.47
35821543,280883.12
35792463,635423.8
35881393,180091.33
36061417,301539.16
35989297,113641.6
31675585,457833.84
35804495,753484.56
36061077,264002.38
35767115,111606.85
35884711,194719.69
35846117,220067.56
36045745,118035.625
35758317,321571.3
36022135,333728.12
35868571,112038.7
35758333,145476.66
35776029,372788.03
31658435,591641.56
36095547,347248.1
35971129,530584.4
35779203,216361.69
35872763,297356.84
35820431,226835.56
36052293,611214.3
35971329,533763.2
36010107,343004.88
35871561,419488.88
36008977,446081.3
35837337,393870.34
36000031,190915.97
35775521,358760.3
35987475,131587.1
36010311,279796.22
35795245,274315.62
35795879,530739.75
35860945,392355.4
36059091,307053.25
35838091,548047.75
35852105,1655684.6
35838483,188662.84
35971403,187666.45
35814827,162047.25
36056439,825770.94
35864463,158320.62
35745625,381498.4
35698035,401017.44
35971109,127773.24
35782199,216379.75
35811357,279615.72
35830469,241879.3
35874463,224151.5
35781955,197658.36
35844971,72462.44
35930993,52143.37
35962461,58302.934
35886801,298006.62
35829533,338565.72
36033543,64921.168
35855575,321185.88
35775953,652431.44
31503911,477828.06
36044181,638370.2
35820189,250277.72
35885501,276415.28
36022233,1227270.5
35782483,222749.97
36017631,108676.66
35812973,406979.2
35906207,87404.48
36046295,199221.97
35795697,237279.97
35829665,64046.74
35738027,282794.53
36020613,192426.78
35996923,244114.55
35999197,383639.56
35871935,271049.78
36053129,374206.72
36014705,118384.14
36040157,483040.94
35999331,171138.9
35840307,296436.47
35800001,128808.98
34972263,236028.36
36047411,478125.72
35949849,56480.78
35965055,224761.06
35869947,279451.47
35919777,68669.336
35889317,248430.97
35871717,335371.1
35964895,282508.03
36081269,287589.75
35850581,178846.33
35995757,397313.28
36021897,551866.56
35875339,1090227.1
35856657,459829.75
36055325,240228.55
36001251,402493.56
36027667,125647.56
35891381,257645.94
36063111,686067.25
35852309,102116.62
35839679,219481.11
35977699,172487.66
24049683,61157.945
36038471,212553.17
35761567,666178.0
35897013,101301.11
36048941,364250.53
35889293,558990.94
35949541,184571.02
35771703,62564.766
35784513,271618.12
35806947,889140.2
35743893,83211.5
35996771,260402.42
36008299,155205.56
36063101,822721.9
36061925,335313.7
36020985,508213.8
35829337,352632.06
35806263,397375.34
35929787,184219.5
35923269,320036.28
35961679,635131.94
35868713,57935.7
35815231,1070687.4
36035551,721630.1
35830473,243258.8
36047671,44083.094
35938575,766141.1
35876183,153557.14
36062433,292113.94
32639271,1307290.0
36018313,176627.31
35868459,54256.59
35856515,170777.67
35768453,191396.73
35800891,206539.84
35749391,259728.73
35746383,140214.61
36087115,226525.14
36033241,380646.53
36026401,220084.08
35765713,663662.7
35879453,660866.4
36047079,163886.28
36016835,210286.0
35965301,355555.5
35878333,195268.78
35852635,79890.336
35875115,534447.6
36038359,102590.75
35897509,183353.25
35842139,181860.75
35860821,376304.53
35872163,257485.84
35814669,815761.06
36031675,1219774.4
35779573,157575.02
35816223,267149.6
35672809,139104.45
35849203,183000.52
36033129,320517.6
35979543,219077.5
35762443,160542.45
36017703,870493.6
35775903,129927.695
35793835,436899.47
36052311,292808.47
34233003,1830981.1
35848283,279441.66
35886815,84468.58
35842255,135554.61
35991661,229309.62
35871537,949274.4
35861683,319504.06
35807829,272482.28
35899395,393276.5
36045351,322540.12
29861959,228987.02
35858581,1074205.9
35817259,421782.97
36047663,236568.56
36014019,646281.56
35868787,274976.34
35752715,86454.55
36006415,96422.39
35783181,225514.95
35866963,187476.55
35868033,117647.55
35837327,190887.39
32960273,1070682.0
36061929,237700.94
35847687,228777.3
35812885,126601.266
35849223,380682.22
35739903,145780.84
30838023,632582.56
35964941,1435741.9
35870267,747142.1
35888791,175151.31
24992877,395589.22
35864071,325438.72
31358757,132863.22
35878631,198946.81
35841553,207099.73
35864591,180134.1
35858737,387281.78
36029657,391810.53
35886369,213711.53
35947669,198450.72
35999107,497505.75
35832063,894228.25
35835837,213198.92
35870919,1452544.5
36051779,177775.62
35903119,193590.75
36071743,212893.61
36049843,135474.53
35808545,253471.3
36027525,216344.86
36018759,693900.9
35798141,252077.72
35956791,342075.25
36049639,138556.33
35816599,32573.043
35851315,172419.0
35811083,65057.23
30303203,234638.5
35857687,579072.94
35827381,247050.28
36071117,231407.81
36030315,45845.74
35808257,146926.83
36043295,1984442.0
35823437,582684.5
35846293,161500.12
35733165,638475.3
35846513,313703.75
35776591,286357.25
36041761,276538.34
35870265,1586902.9
35741789,275987.12
36051769,364669.06
35914311,228846.17
36021445,744105.7
35901669,221535.34
36058045,161239.95
35965399,187979.22
35787291,24986.084
36047813,206383.86
35978135,615951.4
35849071,162203.52
35854991,696517.1
36058187,77501.58
35889185,1003217.4
36017905,175606.19
35795331,340225.38
36049941,528212.06
35831341,532082.3
36015009,511290.53
33583741,243368.92
36028667,169538.89
35863553,260369.72
35964909,137708.97
28353205,409171.2
35826911,608099.25
35903835,565639.94
35782733,849564.6
35839631,660188.94
35824933,604707.25
35855067,131840.25
36021093,300548.9
36025209,329943.3
35808761,253374.58
35633865,125028.586
35798111,218926.84
35781737,267421.3
36015745,318410.34
35796695,385390.47
35820479,402471.3
36018317,731733.9
35845755,159492.64
35780839,298041.16
35906249,265204.6
36014777,292629.94
35839747,309628.62
35791083,629050.4
35820093,579366.56
35846405,69625.59
35786847,356158.53
35741701,228704.39
35750409,973510.06
36057371,291288.66
35771957,272030.0
36014447,892750.94
35991353,230386.33
35901989,604905.6
35816051,106923.91
35863817,1644056.2
35963859,246500.44
36003561,61359.39
36060801,681803.56
35851127,588515.06
36052337,380796.44
35819653,254121.8
35763527,317339.22
35995783,343583.5
36041699,108359.49
36015735,219284.05
35888839,346045.75
35782867,206874.11
